sample,success_ratio,trans_rate,switch_ratio,power
1,89.28,11.35,0.44,42.15
1,89.87,11.46,0.43,42.19
1,89.99,11.43,0.45,42.13
1,89.93,11.43,0.46,42.17
1,91.07,11.57,0.46,42.21
1,90.24,11.48,0.47,42.24
1,89.99,11.43,0.48,42.23
1,91.16,11.52,0.49,42.24
1,90.08,11.37,0.5,42.23
1,90.67,11.4,0.53,42.16
