sample,success_ratio,trans_rate,switch_ratio,power
1,85.51,10.05,0.44,40.61
1,79.84,9.13,0.53,40.63
1,81.04,9.05,0.57,40.75
1,74.71,8.13,0.62,40.86
1,75.21,7.99,0.6,40.83
