Wall time,Step,Value,Smoothed_Value_Same
1735120340.6268551,76000,41.19023895263672,25.563952217102052
1735120369.2393775,78000,40.99207305908203,25.698949864705405
1735120397.247206,80000,40.7792854309082,25.835193735758466
1735120425.332269,82000,41.128543853759766,25.969730974833173
1735120453.3483872,84000,40.95641708374024,26.104072469075525
1735120481.559937,86000,40.91699600219727,26.240088030497233
1735120516.3745348,88000,41.44928359985352,26.37385873158773
1735120547.0058892,90000,41.59457015991211,26.509217580159508
1735120576.6436975,92000,41.25493240356445,26.643818600972494
1735120606.3160105,94000,41.276737213134766,26.777509485880536
1735120635.6175616,96000,41.14142990112305,26.913127568562828
1735120664.6658025,98000,41.08318710327149,27.047293828328453
1735120694.03006,100000,41.18402099609375,27.1821012878418
1735120723.6722584,102000,41.05678939819336,27.31843626658122
1735120752.5497751,104000,41.24162292480469,27.453598047892257
1735120781.2559204,106000,41.4765853881836,27.588522669474287
1735120810.1158347,108000,41.69762420654297,27.723961003621422
1735120838.348757,110000,41.24768829345703,27.858376490275067
1735120866.551846,112000,41.07948303222656,27.993014450073243
1735120894.6402657,114000,41.300777435302734,28.128905258178712
1735120923.0019407,116000,41.28460693359375,28.263747940063478
1735120951.5905478,118000,40.90053176879883,28.397770627339682
1735120979.880267,120000,41.73468399047852,28.532748451232912
1735121007.9177077,122000,41.80721664428711,28.666138712565104
1735121036.0345523,124000,41.6460075378418,28.801307690938316
1735121064.6050298,126000,41.49479675292969,28.936727053324383
1735121092.990287,128000,41.60261917114258,29.070665982564293
1735121120.8861537,130000,41.684757232666016,29.206076189676924
1735121148.922398,132000,41.61671829223633,29.341060663859054
1735121176.8539789,134000,41.39188003540039,29.47778274536133
1735121205.2080646,136000,41.50590133666992,29.61461945851644
1735121233.3741646,138000,41.68611145019531,29.7495156733195
1735121261.2387333,140000,41.404579162597656,29.884492696126305
1735121289.2890272,142000,41.36505889892578,30.019652519226078
1735121317.5847025,144000,40.84737396240234,30.153903376261397
1735121345.7846437,146000,41.643836975097656,30.28792620340983
1735121373.9261117,148000,41.26581954956055,30.421889483133953
1735121402.3025692,150000,41.35637283325195,30.556116600036624
1735121430.9486196,152000,41.132080078125,30.689127222696943
1735121458.938177,154000,41.06204605102539,30.822416089375814
1735121487.1444116,156000,41.44531631469727,30.956534716288253
1735121515.1070828,158000,41.56398010253906,31.089778849283856
1735121543.0177398,160000,41.2006721496582,31.223035240173342
1735121578.099784,162000,41.15486145019531,31.35736323038737
1735121606.3229463,164000,41.26723861694336,31.490889536539715
1735121634.2086046,166000,41.414180755615234,31.624810167948407
1735121666.9480364,168000,40.97532653808594,31.758957710266113
1735121696.7194574,170000,41.14226150512695,31.892333984375
1735121724.8573773,172000,41.27926254272461,32.02714018503825
1735121752.9861023,174000,41.05869674682617,32.161839650472004
1735121781.343587,176000,41.07630157470703,32.29691880544027
1735121809.4291346,178000,41.00894546508789,32.43061632792155
1735121837.7783828,180000,41.42885971069336,32.56425923665365
1735121871.0802884,182000,41.56965255737305,32.697400588989254
1735121904.417138,184000,40.99452590942383,32.832007535298665
1735121932.5936573,186000,41.560359954833984,32.96622919718425
1735121965.0767329,188000,40.94680404663086,33.09929453531902
1735121992.9982882,190000,41.19930648803711,33.23395706176758
1735122021.1238155,192000,41.10158157348633,33.36783166249593
1735122053.9292388,194000,41.12205123901367,33.50222760518392
1735122082.3243198,196000,41.25212860107422,33.63575092315674
1735122113.1840878,198000,41.1614990234375,33.770218276977545
1735122142.0093095,200000,41.28597259521485,33.904159266153975
1735122170.5394692,202000,41.24983978271485,34.03873252868652
1735122202.485128,204000,41.061012268066406,34.17377680460612
1735122233.755081,206000,41.54071807861328,34.306875928243
1735122261.7380676,208000,41.17168045043945,34.4405641301473
1735122292.768335,210000,40.89083862304688,34.5757580947876
1735122323.22253,212000,41.02951049804688,34.70806154886881
1735122356.1203382,214000,40.50074005126953,34.842185974121094
1735122388.653347,216000,40.6311149597168,34.97649752298991
1735122418.620451,218000,40.935184478759766,35.109839375813806
1735122451.7141497,220000,40.91682815551758,35.24432462056478
1735122484.3291469,222000,40.682899475097656,35.37981404622396
1735122518.856218,224000,40.58602142333984,35.513797836303716
1735122546.950894,226000,40.873966217041016,35.64855532328288
1735122582.74879,228000,41.02919006347656,35.783176307678225
1735122610.6589992,230000,41.0184211730957,35.917892494201666
1735122642.5841093,232000,40.92207336425781,36.05343334197998
1735122671.3062773,234000,41.00672912597656,36.18739860534668
1735122699.965629,236000,40.661354064941406,36.32188027699789
1735122728.3572614,238000,40.44168472290039,36.45509694417318
1735122756.8995156,240000,41.15910720825195,36.58903036753337
1735122785.325407,242000,40.9240608215332,36.725116144816084
1735122813.9370155,244000,41.22038269042969,36.86048207600912
1735122842.694193,246000,41.15269088745117,36.99532248179118
1735122871.7467206,248000,40.91164779663086,37.12837238311768
1735122900.62153,250000,41.08913803100586,37.261301867167155
1735122929.1402683,252000,40.85763931274414,37.3973716100057
1735122957.213938,254000,40.81217956542969,37.533357823689784
1735122985.5377266,256000,40.79851913452149,37.667442906697595
1735123013.885827,258000,41.298954010009766,37.80134424845378
1735123042.3783643,260000,40.74740982055664,37.9354135131836
1735123070.356452,262000,41.02535629272461,38.069830449422206
1735123098.8913949,264000,40.12734222412109,38.204871075948084
1735123127.3794906,266000,40.73019027709961,38.33994744618734
1735123155.4822645,268000,40.478633880615234,38.47474004109701
1735123183.4317122,270000,41.296485900878906,38.60737859090169
1735123211.618895,272000,41.07701873779297,38.742191212972
1735123240.401443,274000,40.77643966674805,38.87785317738851
1735123268.4408152,276000,40.552547454833984,39.012405459086104
1735123296.8593135,278000,40.50789642333984,39.1465001042684
1735123324.8735485,280000,40.76885223388672,39.28126865386963
1735123352.7334158,282000,40.66548538208008,39.41519547780355
1735123381.5468788,284000,40.28778076171875,39.55016521453858
1735123410.062765,286000,40.8210563659668,39.68430629730225
1735123437.902163,288000,40.623722076416016,39.81880645751953
1735123466.2744915,290000,41.01675033569336,39.952676925659176
1735123494.448938,292000,40.64230346679688,40.08769498189291
1735123522.7633357,294000,40.48875427246094,40.22222006479899
1735123553.480059,296000,40.872013092041016,40.35534192403158
1735123582.417336,298000,40.83145523071289,40.48947193145752
1735123611.0553794,300000,40.67205047607422,40.62310872395834
1735123639.2658856,302000,40.96166229248047,40.755928179423016
1735123667.418987,304000,40.79332733154297,40.756827100118
1735123695.3815138,306000,40.87975692749024,40.75604846954346
1735123723.3329237,308000,40.756622314453125,40.75304597218832
1735123751.967558,310000,40.23725891113281,40.7476948038737
1735123779.96827,312000,40.64961242675781,40.741189600626626
1735123808.329542,314000,40.50904846191406,40.74042687733969
1735123836.579699,316000,40.85748672485352,40.736771990458166
1735123864.5621529,318000,40.41717529296875,40.73343757629395
1735123892.8544698,320000,40.94264221191406,40.730328763326014
1735123920.908629,322000,40.35169219970703,40.72547799428304
1735123949.3260891,324000,40.79524230957031,40.722116470336914
1735123977.6285422,326000,40.33720016479492,40.71950337727864
1735124005.5553465,328000,40.79802703857422,40.719306805928554
1735124033.487847,330000,40.81544494628906,40.71750005086263
1735124061.5543778,332000,40.524044036865234,40.713373044331874
1735124089.7622385,334000,41.11793899536133,40.711044731140134
1735124117.8701067,336000,40.294681549072266,40.70767930348714
1735124145.830657,338000,40.36783981323242,40.70664089202881
1735124174.3551354,340000,41.095481872558594,40.70329205830892
1735124202.6204898,342000,40.45126724243164,40.70045551300049
1735124231.1328042,344000,40.7769889831543,40.696719601949056
1735124258.9960346,346000,40.20991134643555,40.6928465906779
1735124287.921414,348000,40.55958557128906,40.68921910603842
1735124316.278283,350000,40.77106094360352,40.686344973246264
1735124344.463837,352000,41.09914779663086,40.68128856658936
1735124372.7298942,354000,40.49220275878906,40.67841896057129
1735124400.3828845,356000,40.67695999145508,40.67716615041097
1735124428.7389212,358000,40.75188827514648,40.67584467569988
1735124456.7496805,360000,40.91480255126953,40.6728244527181
1735124485.255826,362000,40.35580825805664,40.66991230010987
1735124512.956271,364000,41.002220153808594,40.666186230977374
1735124541.403694,366000,40.725704193115234,40.66314584096273
1735124569.5505664,368000,40.41757583618164,40.66008036295573
1735124597.837045,370000,40.62687683105469,40.656873385111496
1735124626.159608,372000,40.60888671875,40.65249399820964
1735124654.457825,374000,40.58559036254883,40.64983796437582
1735124682.7579937,376000,40.49929428100586,40.647833607991544
1735124711.1207542,378000,40.87316131591797,40.64412138621013
1735124739.535676,380000,40.36117172241211,40.64227644602458
1735124767.9744992,382000,40.30244827270508,40.642625490824386
1735124796.201548,384000,40.80466842651367,40.639553476969404
1735124824.4242892,386000,40.13121032714844,40.636429176330566
1735124852.3682206,388000,40.6076545715332,40.633927027384445
1735124880.6730816,390000,40.38030624389648,40.63016757965088
1735124909.5199578,392000,40.10726547241211,40.62596558888754
1735124937.252466,394000,40.6854248046875,40.62350318908692
1735124965.3555644,396000,40.2498779296875,40.61955958048503
1735124993.4712312,398000,40.44223785400391,40.616772499084476
1735125022.2099345,400000,40.90049362182617,40.61354479471843
1735125050.5874858,402000,40.54853439331055,40.609746907552086
1735125078.887749,404000,40.477386474609375,40.60671902974447
1735125106.7126615,406000,40.63150024414063,40.603483568827315
1735125134.7100694,408000,40.32464599609375,40.59904726664226
1735125162.7310965,410000,40.391387939453125,40.594448814392095
1735125190.8662727,412000,40.76724243164063,40.59229049682618
1735125218.9323878,414000,40.45280456542969,40.589607658386235
1735125247.0547323,416000,40.20680618286133,40.58624746958415
1735125275.981662,418000,40.49334716796875,40.58406814575196
1735125303.887726,420000,40.0170783996582,40.58145284016928
1735125332.2467377,422000,40.55069351196289,40.57606218973796
1735125360.487322,424000,40.62580871582031,40.56964809417725
1735125389.4648287,426000,40.181678771972656,40.566033388773604
1735125417.9390414,428000,40.62306213378906,40.5633325958252
1735125445.8934298,430000,40.49534225463867,40.55830773671468
1735125474.067356,432000,41.0166244506836,40.55306493123373
1735125502.204944,434000,41.0510139465332,40.55046334584554
1735125530.91211,436000,40.46886444091797,40.54595807393392
1735125559.1792257,438000,40.493106842041016,40.542359364827476
1735125587.760188,440000,40.54794692993164,40.536887613932294
1735125616.2881052,442000,40.2752571105957,40.533502133687335
1735125644.4329069,444000,40.20684814453125,40.531155573527016
1735125672.5976288,446000,40.18898391723633,40.53004264831543
1735125700.6407466,448000,40.26813507080078,40.523792317708335
1735125729.13371,450000,39.9031867980957,40.52132120768229
1735125757.3093612,452000,39.98666000366211,40.518680903116866
1735125785.9576294,454000,40.23558807373047,40.51492897033691
1735125813.9033935,456000,39.97323989868164,40.51248560587565
1735125841.6878805,458000,39.9769172668457,40.508588294982914
1735125869.7020469,460000,40.29839706420898,40.5045166015625
1735125897.7465537,462000,40.057891845703125,40.50267543792725
1735125925.92186,464000,40.17618942260742,40.50015068054199
1735125954.0338748,466000,40.2442626953125,40.49659580230713
1735125982.529371,468000,40.012882232666016,40.49190478006999
1735126011.0381742,470000,40.44186019897461,40.48829719543457
1735126039.0695634,472000,40.40983963012695,40.48673620859782
1735126067.290083,474000,40.52374649047852,40.48435642242432
1735126096.7577574,476000,40.109256744384766,40.4799041112264
1735126125.216581,478000,40.092872619628906,40.47613206227621
1735126153.4298408,480000,39.9424057006836,40.47279099782308
1735126181.3061285,482000,40.382083892822266,40.469079933166505
1735126209.228757,484000,40.26649856567383,40.463875757853195
1735126237.3637106,486000,39.91960144042969,40.461256955464684
1735126265.4511652,488000,40.39875793457031,40.4574125289917
1735126293.444484,490000,40.16238021850586,40.453818766276044
1735126321.6212988,492000,40.31878280639648,40.45078310648601
1735126349.9983368,494000,40.0569953918457,40.44814367930094
1735126378.1009288,496000,40.34020614624024,40.445421880086265
1735126406.353039,498000,40.18229675292969,40.44065975189209
1735126434.480924,500000,40.371978759765625,40.43571212768555
1735126463.3017068,502000,40.513282775878906,40.43233997344971
1735126491.7744343,504000,39.92973709106445,40.42873944600423
1735126520.023814,506000,40.10646057128906,40.423610649108895
1735126547.991227,508000,40.55818939208984,40.417686462402344
1735126576.0524597,510000,39.691036224365234,40.41461288452149
1735126604.266996,512000,40.2373275756836,40.4114251836141
1735126632.4021754,514000,40.29346466064453,40.40799597422282
1735126660.8277218,516000,40.00255584716797,40.40699532826742
1735126688.9557772,518000,40.34557342529297,40.405580647786465
1735126717.317158,520000,40.64682769775391,40.403674163818366
1735126745.6790507,522000,40.19513702392578,40.39943372090657
1735126773.7865508,524000,40.42724609375,40.39819464365641
1735126802.105813,526000,40.38629531860352,40.397197558085125
1735126830.8031273,528000,40.41485595703125,40.394969075520834
1735126859.382137,530000,40.662254333496094,40.391109530131025
1735126887.7246995,532000,40.189579010009766,40.38742730458578
1735126915.7102628,534000,40.34450149536133,40.38430380503337
1735126943.7188702,536000,39.96500015258789,40.3819637934367
1735126972.2428503,538000,40.18002700805664,40.380189170837404
1735127000.4069743,540000,40.82573318481445,40.37863433837891
1735127028.468753,542000,40.60977935791016,40.375071156819665
1735127056.6211548,544000,40.45212173461914,40.37076281229655
1735127084.8372014,546000,39.91497039794922,40.36667710622152
1735127112.866815,548000,39.87884521484375,40.36337724049886
1735127141.0469215,550000,40.8209228515625,40.36006065368653
1735127169.6457975,552000,40.79586410522461,40.35624528249105
1735127198.3586245,554000,40.22552490234375,40.352987353007
1735127226.7338338,556000,40.17040252685547,40.34956066131592
1735127254.8649964,558000,40.22077941894531,40.347283643086755
1735127282.8398354,560000,40.32508087158203,40.34225226084391
1735127311.1551363,562000,40.51218795776367,40.339438336690264
1735127339.4318554,564000,40.522911071777344,40.335160166422526
1735127367.941291,566000,40.43777847290039,40.33500912984212
1735127396.1184237,568000,39.79156494140625,40.33243943532308
1735127424.5709202,570000,40.44378662109375,40.330102678934736
1735127453.1269767,572000,40.69858932495117,40.32515387217204
1735127481.6872091,574000,40.365684509277344,40.31967245737712
1735127510.157394,576000,40.2283935546875,40.31653095245362
1735127538.6911576,578000,40.43056488037109,40.313772455851236
1735127567.2229784,580000,40.17804718017578,40.31227024078369
1735127595.2890804,582000,40.49092102050781,40.30964630126953
1735127623.3612442,584000,40.24232482910156,40.30741077423096
1735127651.6888337,586000,40.35004806518555,40.30665213267008
1735127679.9788718,588000,40.16114044189453,40.305010363260905
1735127708.365282,590000,40.50541687011719,40.30302284240723
1735127736.8574393,592000,40.35752487182617,40.298893826802576
1735127765.1899242,594000,39.93655776977539,40.2960519917806
1735127793.5597875,596000,40.2390022277832,40.29413186391195
1735127821.8442335,598000,40.09103775024414,40.29021270751953
1735127850.0265546,600000,39.8458366394043,40.286836293538414
1735127878.0764415,602000,40.43345642089844,40.28428928375244
1735127906.730177,604000,40.220970153808594,40.28096314748129
1735127934.85272,606000,40.65886688232422,40.27732360839844
1735127963.036588,608000,39.93385696411133,40.27393337249756
1735127991.0326307,610000,40.06491088867188,40.272597529093424
1735128019.1617234,612000,40.42041778564453,40.27243350982666
1735128047.7339065,614000,40.045928955078125,40.271741205851235
1735128076.0156183,616000,40.05216979980469,40.268684234619144
1735128104.0437412,618000,40.183738708496094,40.26583596547445
1735128132.3832164,620000,40.16999816894531,40.26357864379883
1735128160.8095253,622000,40.31330871582031,40.25974413553874
1735128189.0729406,624000,40.24158477783203,40.25673678080241
1735128217.2361517,626000,40.73845291137695,40.25322598775228
1735128245.5628345,628000,40.39240264892578,40.25135654449463
1735128274.036639,630000,39.60768127441406,40.24699204762777
1735128302.4884026,632000,40.32648468017578,40.243331069946294
1735128330.6886177,634000,40.12287139892578,40.24059712727865
1735128358.5781505,636000,40.54254150390625,40.23732779184978
1735128386.517141,638000,40.15948486328125,40.23587137858073
1735128414.6623285,640000,40.12508010864258,40.23505482991537
1735128442.8608618,642000,40.12374114990234,40.23036034901937
1735128470.8098204,644000,40.19173049926758,40.227731501261395
1735128498.9431517,646000,40.17399597167969,40.22364238739014
1735128526.8666365,648000,40.36341094970703,40.22224454243978
1735128554.973035,650000,40.158992767333984,40.21809917449952
1735128583.0127883,652000,40.3999252319336,40.21578016916911
1735128611.400899,654000,40.660186767578125,40.21126295725505
1735128639.803922,656000,40.72795486450195,40.210060933430995
1735128667.8613963,658000,40.22761535644531,40.207375373840335
1735128695.8161385,660000,40.33378982543945,40.20401772816976
1735128723.8257673,662000,40.12594604492188,40.19968688964844
1735128751.9162054,664000,40.01716232299805,40.19932746887207
1735128779.9104197,666000,40.08063507080078,40.19464875539144
1735128808.1058552,668000,39.83259201049805,40.191219774882
1735128835.9749084,670000,40.23679733276367,40.18781888326009
1735128864.79555,672000,40.450870513916016,40.18457323710124
1735128892.9781663,674000,40.29433441162109,40.181022822062175
1735128921.0804229,676000,40.07657241821289,40.177904535929365
1735128949.055656,678000,40.43859100341797,40.175247243245444
1735128977.454708,680000,40.88399887084961,40.170750592549645
1735129005.6981914,682000,40.206939697265625,40.16826969146729
1735129033.6743724,684000,40.01912689208984,40.16605959574382
1735129061.6639695,686000,40.166351318359375,40.16333513895671
1735129089.672771,688000,40.32144927978516,40.162948252360025
1735129117.8815396,690000,40.3339729309082,40.16007596333822
1735129146.008732,692000,40.516212463378906,40.15780529022217
1735129174.1317124,694000,40.09365463256836,40.15889053344727
1735129202.3833394,696000,40.30530548095703,40.15656370798747
1735129230.8891387,698000,40.11487579345703,40.15582635243734
1735129258.8138182,700000,40.044654846191406,40.15428817749024
1735129287.1344025,702000,40.1484260559082,40.151228268941246
1735129315.2511728,704000,40.2709846496582,40.148951632181806
1735129344.0619414,706000,40.145694732666016,40.144637794494635
1735129372.0862026,708000,40.31808853149414,40.14219823201498
1735129400.270599,710000,40.60019302368164,40.1411296081543
1735129428.225109,712000,40.27463150024414,40.139573351542154
1735129456.1279857,714000,40.29272079467773,40.13554300944011
1735129484.127633,716000,40.63080978393555,40.13387218475342
1735129511.9836516,718000,40.11594009399414,40.13224379221599
1735129540.2384005,720000,40.117488861083984,40.130628395080564
1735129568.4874594,722000,39.88298797607422,40.12953759511312
1735129596.9004917,724000,40.56159591674805,40.127788874308266
1735129624.7404132,726000,40.6845588684082,40.12440101623535
1735129652.9922028,728000,40.09516143798828,40.12390139261882
1735129680.9844542,730000,40.111915588378906,40.12074618021647
1735129709.9828734,732000,40.83624267578125,40.11904036204021
1735129738.057753,734000,40.04029846191406,40.116191190083825
1735129765.9641654,736000,40.42628860473633,40.11218107859294
1735129793.6691916,738000,40.04458618164063,40.110329729715986
1735129821.463253,740000,40.38893508911133,40.10859079996745
1735129849.526752,742000,40.66109085083008,40.1082444636027
1735129877.7045555,744000,40.51349639892578,40.10772216796876
1735129905.8094974,746000,39.76873779296875,40.10653152465821
1735129933.9051566,748000,40.52448654174805,40.104991683959966
1735129962.259474,750000,40.56428146362305,40.10398240407308
1735129990.286615,752000,40.00650024414063,40.10397855122884
1735130018.3694415,754000,40.32903671264648,40.104463233947754
1735130046.9722974,756000,40.276123046875,40.10202545166016
1735130075.5206356,758000,40.342472076416016,40.10068162282308
1735130103.5801158,760000,40.64832305908203,40.099303118387866
1735130131.8331964,762000,40.39743423461914,40.096038322448734
1735130159.3212628,764000,40.200775146484375,40.09387419382732
1735130187.3917522,766000,40.006874084472656,40.092993151346846
1735130215.7243092,768000,39.89305114746094,40.09044637044271
1735130243.69428,770000,40.67396545410156,40.08800930023194
1735130271.8214982,772000,40.56532669067383,40.084832738240564
1735130300.023853,774000,39.72300338745117,40.08281305948894
1735130328.2175665,776000,39.94468688964844,40.08054705301921
1735130356.130299,778000,40.00662612915039,40.07946725209554
1735130384.3952563,780000,40.3155403137207,40.07635482788086
1735130412.836432,782000,40.008399963378906,40.074857304890955
1735130440.9640367,784000,40.20888519287109,40.07192952473959
1735130469.0203595,786000,40.40703201293945,40.06979286193848
1735130497.0765069,788000,39.8686752319336,40.06911244710287
1735130524.81826,790000,40.28860855102539,40.067763086954756
1735130552.8673832,792000,40.30975341796875,40.06483554840088
1735130581.181393,794000,40.305511474609375,40.06211280822754
1735130608.9594212,796000,39.823490142822266,40.060666732788086
1735130636.9903262,798000,39.67721176147461,40.057328872680664
1735130665.4156318,800000,40.27432632446289,40.056368624369306
1735130693.7142043,802000,40.169681549072266,40.05344298044841
1735130721.6253357,804000,39.52237319946289,40.051243171691894
1735130749.627137,806000,39.76346206665039,40.05037770589193
1735130778.5134096,808000,40.24960708618164,40.048792928059896
1735130806.6999369,810000,39.93452835083008,40.04640274047852
1735130834.6712222,812000,40.00074768066406,40.046822789510095
1735130862.956822,814000,40.20054626464844,40.04471018473308
1735130890.6765409,816000,40.20671081542969,40.042671305338544
1735130918.8989897,818000,40.36323928833008,40.041241302490235
1735130947.1420257,820000,39.64469528198242,40.03787448883057
1735130975.0748863,822000,40.31117630004883,40.03538812001547
1735131003.154457,824000,40.286895751953125,40.03399403889974
1735131031.3657916,826000,40.20542144775391,40.03241493225098
1735131059.416858,828000,39.8713264465332,40.02999631245932
1735131087.5766582,830000,39.91375350952149,40.02801539103191
1735131115.557356,832000,39.98502349853516,40.024221191406255
1735131144.1265297,834000,40.304725646972656,40.0222343826294
1735131172.243166,836000,40.12896728515625,40.021167869567876
1735131200.4298909,838000,39.97523498535156,40.02117535909017
1735131228.446864,840000,40.09015274047852,40.018374112447106
1735131256.330848,842000,39.63155746459961,40.014154802958174
1735131284.5623603,844000,39.99467086791992,40.011851196289065
1735131312.6263938,846000,40.1627311706543,40.008247782389326
1735131340.69504,848000,39.91667175292969,40.00675161997478
1735131368.9524803,850000,39.94452667236328,40.00695131937663
1735131397.3144853,852000,39.8802604675293,40.00477261861165
1735131425.3038464,854000,39.78417205810547,40.00272916158041
1735131453.436519,856000,40.11541366577149,40.001734593709315
1735131481.468573,858000,39.7895393371582,40.00158565521241
1735131510.0141342,860000,39.90323257446289,40.00036472320557
1735131537.9282126,862000,39.74190521240234,39.99939526875814
1735131566.0109897,864000,40.08203125,39.99783671061198
1735131593.9453423,866000,39.95928192138672,39.99477667490642
1735131621.8823683,868000,39.77760696411133,39.99357879638672
1735131650.0882795,870000,39.81184387207031,39.99574844360352
1735131678.1940558,872000,39.432594299316406,39.99300910949707
1735131706.2490618,874000,39.83398818969727,39.9907220586141
1735131734.251859,876000,39.72499847412109,39.98932810465495
1735131762.6054628,878000,40.05723190307617,39.98698717753093
1735131790.5380964,880000,39.98167037963867,39.984574750264485
1735131818.5615275,882000,39.99482727050781,39.98435666402181
1735131847.0293407,884000,40.06018829345703,39.98086752573649
1735131875.4857953,886000,40.32852554321289,39.98102935791016
1735131903.652503,888000,40.0274658203125,39.97955401102702
1735131931.8034158,890000,39.77804565429688,39.97796056111655
1735131959.721633,892000,39.78975296020508,39.97498346964518
1735131987.6469438,894000,39.912715911865234,39.973306312561036
1735132015.844971,896000,39.696266174316406,39.97257094065348
1735132044.0002117,898000,39.81853103637695,39.97058579762777
1735132072.151194,900000,39.9079475402832,39.97060143788656
1735132101.0397353,902000,39.96382141113281,39.97097588857015
1735132131.8478372,904000,39.70146560668945,39.96801472981771
1735132164.456033,906000,39.86268615722656,39.966461766560876
1735132196.713977,908000,40.35586929321289,39.96412317911784
1735132229.3153565,910000,40.18805313110352,39.96330909729004
1735132261.3909872,912000,40.44192123413086,39.96330687204997
1735132293.767745,914000,39.59195709228516,39.962118301391605
1735132326.5939376,916000,40.00300598144531,39.96101323445639
1735132359.0574408,918000,39.7399787902832,39.959868342081705
1735132392.7197225,920000,39.79228973388672,39.95675645192465
1735132425.7351985,922000,39.449485778808594,39.955272699991866
1735132459.004651,924000,39.74200439453125,39.953827463785814
1735132491.4402711,926000,39.7763671875,39.953804651896164
1735132523.6072874,928000,39.488677978515625,39.951285743713385
1735132555.568602,930000,39.7171516418457,39.9495767847697
1735132588.243157,932000,39.703861236572266,39.950723559061686
1735132619.9010894,934000,40.13713836669922,39.95010670979818
1735132652.1481457,936000,39.857757568359375,39.949398880004885
1735132684.2208557,938000,40.12287521362305,39.94751726786296
1735132716.2453892,940000,39.687137603759766,39.94706877390544
1735132748.6553066,942000,39.66261291503906,39.946295229593915
1735132781.017234,944000,39.550254821777344,39.94437684377034
1735132812.7786632,946000,39.790557861328125,39.94336841583252
1735132844.725109,948000,39.31597518920898,39.943122444152834
1735132876.732978,950000,40.07535934448242,39.941457239786786
1735132908.434036,952000,39.74398422241211,39.94032657623292
1735132940.5464673,954000,40.131595611572266,39.9371039835612
1735132972.607809,956000,39.87129211425781,39.93512880961101
1735133005.3361976,958000,39.74459457397461,39.93194717407227
1735133036.7071548,960000,39.61555099487305,39.930425593058274
1735133068.2569537,962000,40.24798202514648,39.930450757344566
1735133100.6450732,964000,39.59860610961914,39.92973640441895
1735133132.7181597,966000,39.6970100402832,39.928784929911295
1735133164.7464273,968000,39.397308349609375,39.9272340520223
1735133196.74996,970000,39.65318298339844,39.927483596801764
1735133228.5794468,972000,39.54376220703125,39.926662915547695
1735133260.2174854,974000,39.65010452270508,39.925267448425295
1735133292.4319284,976000,39.70210647583008,39.92396275838216
1735133324.333744,978000,39.52416610717773,39.92325729370117
1735133356.4116738,980000,39.61690139770508,39.921719843546555
1735133388.2110493,982000,39.63941955566406,39.91797365824382
1735133420.3597426,984000,39.98733139038086,39.918108787536625
1735133452.6699035,986000,40.01514434814453,39.9165348815918
1735133484.728389,988000,39.74596786499024,39.91463284810385
1735133516.9191544,990000,39.69910430908203,39.91240585327149
1735133548.738982,992000,40.432838439941406,39.91110137939454
1735133581.0934744,994000,39.98737716674805,39.90966046651205
1735133612.7179315,996000,40.02867126464844,39.91030635833741
1735133645.3533916,998000,39.98078536987305,39.908050333658856
1735133677.0493248,1000000,39.982521057128906,39.90591896057129
1735133709.0824142,1002000,39.86554336547852,39.905629323323566
1735133740.989057,1004000,39.18323516845703,39.90296955108643
1735133772.844783,1006000,39.89963150024414,39.90091083526612
1735133804.951718,1008000,40.00405883789063,39.89985521952312
